gameId,gameDate,team,opponent,homeAway,teamScore,oppScore,batOrder,playerCode,name,pos,ab,hit,hr,bb,kk,run,rbi
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,1,68743,정은원,二,5,3,0,0,1,2,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,2,78288,최재훈,포,2,0,0,3,1,1,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,3,52712,터크먼,좌,5,3,0,0,0,1,1
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,4,69737,노시환,三,5,2,0,0,3,0,2
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,5,62700,하주석,유,3,1,0,2,1,0,1
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,6,66704,김태연,우,4,0,0,0,1,0,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,7,63704,노수광,지,4,0,0,0,1,0,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,8,51764,정민규,一,3,0,0,0,2,0,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,8,64266,이성곤,교,1,0,0,0,0,0,0
20220402HHOB02022,2022-04-02,한화,두산,away,4,6,9,68700,이원석,중,4,1,0,0,1,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,1,79240,허경민,三,2,2,0,2,0,1,1
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,2,51203,안재석,유,4,1,0,0,0,1,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,2,74206,김재호,교,0,0,0,0,0,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,3,69209,페르난데,지,4,2,0,0,1,0,1
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,4,78224,김재환,좌,4,1,0,0,2,2,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,4,66209,조수행,교,0,0,0,0,0,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,5,64153,양석환,一,3,2,1,1,0,1,2
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,6,63257,김인태,우,4,1,0,0,0,0,2
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,6,50202,안권수,교,0,0,0,0,0,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,7,62244,박세혁,포,4,0,0,0,0,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,8,63123,강승호,二,4,0,0,0,1,0,0
20220402HHOB02022,2022-04-02,두산,한화,home,6,4,9,79231,정수빈,중,3,0,0,0,0,1,0
20220402LGHT02022,2022-04-02,LG,KIA,away,9,0,1,62415,박해민,중,3,1,0,0,1,1,1
20220402LGHT02022,2022-04-02,LG,KIA,away,9,0,2,68110,송찬의,지,3,0,0,0,2,0,1
20220402LGHT02022,2022-04-02,LG,KIA,away,9,0,2,77564,김민성,교,1,1,0,0,0,0,3
