gameId,gameDate,team,opponent,homeAway,teamScore,oppScore,batOrder,playerCode,name,pos,ab,hit,hr,bb,kk,run,rbi
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,1,68743,정은원,좌,4,0,0,0,0,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,2,54730,페라자,우,4,2,0,0,2,0,1
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,3,79608,안치홍,지,4,0,0,0,0,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,4,69737,노시환,三,3,0,0,1,1,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,5,79192,채은성,一,4,2,0,0,1,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,6,53764,문현빈,二,3,0,0,1,0,1,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,7,71837,김강민,중,4,1,0,0,0,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,8,62700,하주석,유,3,1,0,0,1,1,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,8,66704,김태연,교,1,0,0,0,0,0,0
20240323HHLG02024,2024-03-23,한화,LG,away,2,8,9,78288,최재훈,포,2,1,0,0,1,0,1
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,1,62415,박해민,중,4,2,0,0,0,1,1
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,2,66108,홍창기,우,4,1,0,1,0,0,2
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,3,76290,김현수,지,3,1,0,2,1,0,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,3,65905,최승민,교,0,0,0,0,0,1,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,4,53123,오스틴,一,5,1,0,0,1,0,1
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,4,69100,구본혁,교,0,0,0,0,0,0,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,5,79109,오지환,유,4,1,0,1,0,2,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,6,69102,문보경,三一,5,1,0,0,0,1,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,7,79365,박동원,포,3,1,0,1,0,1,1
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,7,77243,허도환,교,0,0,0,0,0,0,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,8,68119,문성주,좌,3,1,0,1,0,1,0
20240323HHLG02024,2024-03-23,LG,한화,home,8,2,9,65207,신민재,二,4,2,0,0,0,1,3
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,1,52591,윤동희,중,2,1,0,3,0,2,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,2,69517,고승민,좌,4,1,0,1,3,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,3,54529,레이예스,우,5,2,0,0,2,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,4,78513,전준우,지,5,1,0,0,2,0,1
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,5,62931,노진혁,유,3,1,0,2,0,0,1
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,5,50500,황성빈,교,0,0,0,0,0,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,6,61102,유강남,포,5,0,0,0,2,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,7,51551,나승엽,一,4,2,0,0,1,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,8,77564,김민성,三,4,1,1,0,1,1,1
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,9,78756,오선진,二,3,0,0,0,1,0,0
20240323LTSK02024,2024-03-23,롯데,SSG,away,3,5,9,62802,박승욱,교,1,0,0,0,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,1,50854,최지훈,중,3,2,0,1,0,3,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,2,51817,추신수,우,2,0,0,0,2,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,2,69813,하재훈,교,1,0,0,0,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,3,75847,최정,三,4,2,1,0,2,1,3
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,4,62895,한유섬,지,4,1,1,0,2,1,2
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,5,53827,에레디아,좌,4,0,0,0,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,6,67893,박성한,유,2,2,0,2,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,7,50820,전의산,一,2,0,0,0,1,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,7,60558,오태곤,교,2,0,0,0,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,8,79456,이지영,포,3,1,0,0,0,0,0
20240323LTSK02024,2024-03-23,SSG,롯데,home,5,3,9,76802,김성현,二,3,0,0,0,1,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,1,79231,정수빈,중,3,0,0,0,1,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,2,52025,라모스,우,4,0,0,0,0,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,3,76232,양의지,포,4,2,0,0,1,0,1
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,4,78224,김재환,지,4,0,0,0,1,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,5,64153,양석환,一,4,1,0,0,1,1,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,6,63123,강승호,二,4,1,0,0,1,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,7,79240,허경민,三,4,2,0,0,0,1,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,7,67207,이유찬,교,0,0,0,0,0,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,7,64468,박계범,교,0,0,0,0,0,0,0
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,8,66928,박준영,유,3,1,0,0,1,0,2
20240323OBNC02024,2024-03-23,두산,NC,away,3,4,9,69238,김대한,좌,3,1,0,0,0,1,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,1,62907,박민우,二,5,1,0,0,1,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,2,63963,권희동,좌,4,1,1,1,0,1,1
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,3,77532,손아섭,지,4,1,0,0,1,1,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,3,50906,박영빈,교,0,0,0,0,0,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,3,67905,천재환,교,0,0,0,0,0,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,4,54944,데이비슨,一,4,1,0,1,0,1,1
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,5,79215,박건우,우,4,3,0,0,1,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,6,62934,김성욱,중,4,0,0,0,1,0,1
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,7,69995,서호철,三,4,0,0,0,2,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,8,68912,김형준,포,3,0,0,0,3,0,0
20240323OBNC02024,2024-03-23,NC,두산,home,4,3,9,51907,김주원,유,2,0,0,1,0,1,1
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,1,50458,김지찬,중,5,1,0,1,1,0,1
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,2,67449,김성윤,우,6,0,0,0,2,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,3,62404,구자욱,좌,4,2,0,1,2,1,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,3,61404,김헌곤,교,0,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,4,54424,맥키넌,一,5,2,0,0,1,1,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,5,74540,강민호,포,4,2,1,1,0,2,1
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,6,75334,오재일,지,2,0,0,2,0,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,6,52424,김재혁,교,0,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,6,51417,김현준,교,1,1,0,0,0,1,1
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,7,62234,류지혁,二,4,2,0,1,0,1,1
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,8,65586,전병우,三,2,0,0,0,1,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,8,64610,강한울,교,2,0,0,0,2,0,0
20240323SSKT02024,2024-03-23,삼성,KT,away,6,2,9,52430,김영웅,유,5,1,0,0,2,0,2
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,1,64166,배정대,중,4,2,0,1,2,0,1
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,2,64004,김민혁,좌,5,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,3,67025,로하스,우,3,1,1,1,2,1,1
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,3,67006,안치영,교,0,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,3,53058,정준영,교,1,0,0,0,1,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,4,75125,박병호,一,2,0,0,1,2,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,5,68050,강백호,지,4,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,6,76313,황재균,三,3,0,0,1,1,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,7,78548,장성우,포,4,0,0,0,2,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,8,50054,천성호,二,4,2,0,0,1,1,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,8,73113,박경수,교,0,0,0,0,0,0,0
20240323SSKT02024,2024-03-23,KT,삼성,home,2,6,9,79402,김상수,유,4,0,0,0,0,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,1,67304,김혜성,二,4,1,0,0,1,1,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,2,53327,도슨,중,4,1,0,0,1,1,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,3,64340,임지열,좌,4,0,0,0,1,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,4,76267,최주환,一,3,1,1,1,1,2,2
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,5,51344,김휘집,지,4,1,0,0,1,1,1
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,6,53344,김동헌,포,4,1,0,0,0,0,1
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,7,65357,송성문,三,3,0,0,1,1,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,8,78135,이형종,우,4,2,0,0,0,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,9,54305,이재상,유,2,0,0,0,1,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,9,68305,변상권,교,1,0,0,0,0,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,9,54344,고영우,교,0,0,0,0,0,0,0
20240323WOHT02024,2024-03-23,키움,KIA,away,5,7,9,69332,주성원,교,1,0,0,0,1,0,0
20240323WOHT02024,2024-03-23,KIA,키움,home,7,5,1,64646,박찬호,유,5,2,0,0,0,2,0
20240323WOHT02024,2024-03-23,KIA,키움,home,7,5,2,52605,김도영,三,5,1,0,0,0,0,0
20240323WOHT02024,2024-03-23,KIA,키움,home,7,5,3,52630,소크라테,좌,5,2,0,0,0,1,1
